"tipo_elem";distrito;id;"cod_cent";"nombre";utm_x;utm_y;longitud;latitud
"URB";9;10011;"29017";"ANTONIO NOVAIS O-E(FRENTE FACULTAD CIENCIAS GEOLOGICAS)";438497.626203272;4477793.706127383;-3.72527283031062;40.44852607764307
"URB";3;5072;"02048";"Dr. Esquerdo N-S - Valderribas-Av. Ciudad Barcelona";442793.787301181;4472603.684226615;-3.67414641532937;40.40207844353337
"URB";4;3950;"06002";"Francisco Silvela, 76 S-N - Mejico-Coslada";442664.398454221;4476394.767462928;-3.67601285954129;40.43622159452753
"other";2;1025;"14RA15PM01";"14RA15PM01";440395.63535026;4471840.528393594;-3.70233400962372;40.39503533749025
"M30";14;6747;"PM20852";"PM20852";443873.001104391;4473759.650476478;-3.66153118766699;40.41256548765716
"M30";9;7125;"PM12122";"PM12122";437470.65163745;4476625.116788907;-3.73726755789605;40.43792238675437
"M30";15;6788;"PM33202";"PM33202";444063.281071223;4481562.045191556;-3.65997582793682;40.48286621242596
"other";9;1009;"03FT52PM01";"03FT52PM01";438499.044503615;4474208.996137036;-3.72490924272642;40.41623366384101
"URB";4;10103;"09038";"Principe Vergara N-S(Giro a Jorge Juan) - Goya -Jorge Juan";442290.51233198;4475013.427777709;-3.68029544696768;40.423751942449
"URB";5;3910;"04002";"Ramon y Cajal, 7 E-O - Principe Vergara-Marcenado";442703.668178519;4478108.850613507;-3.67570449112669;40.45166558813806
"M30";9;6693;"PM12241";"PM12241";437094.875758847;4477998.26621385;-3.74183386574573;40.45026386147978
"other";2;6874;"12XC63PM01";"12XC63PM01";441363.021013704;4471185.341219981;-3.69087551722588;40.38920173165484
"URB";4;7026;"01301";"(MICRO) Pº Recoletos  N-S - Pl. Colon-Bárbara Braganza";441404.68126178;4475071.23352072;-3.69074248190305;40.42421077105902
"URB";5;5555;"61043";"Comandante Franco O-E - Pº de la Habana-Av.Pio";442645.977343905;4479651.92054196;-3.67652422939616;40.46556228931951
"URB";4;4045;"09031";"Principe de Vergara N-S - Jorge Juan-Alcala";442287.02382531;4474988.362552361;-3.68033429271479;40.4235259002686
"other";14;6906;"05TL00PM03";"05TL00PM03";444968.883213191;4472388.489877325;-3.64849698962594;40.40028644097485
"M30";15;7131;"PM40752";"PM40752";444420.888266569;4474349.261240081;-3.65512552689707;40.41791379933738
"URB";2;4151;"12045";"RAMIREZ PRADO O-E(Po DELICIAS-JUAN DE MARIANA)";441278.988775358;4472405.885644544;-3.69197808900927;40.40019112140995
"URB";10;4767;"24037";"CEBREROS Ø130 GIRO E-N (CEBREROS-CARLINA)";436361.827325916;4472885.504364938;-3.74996615515763;40.4041504552016
"other";2;1028;"14RC10PM01";"14RC10PM01";440135.217185677;4472007.541633438;-3.70541806756188;40.39652119858305
"URB";20;11260;"66049";"Suecia, 42 - Bucarest-Budapest";448735.587714078;4475242.541775955;-3.60434184416951;40.42623802527595
"URB";3;3894;"02047";"Av. Ciudad Barcelona E-O - Juan Urbieta-Comercio";442295.403815277;4472816.998967303;-3.68003856144582;40.4039657074876
"URB";4;4052;"10004";"O´Donnell, 45 E-O - Fernan Gonzalez-Narvaez";442776.094171763;4474759.559660786;-3.67454880608323;40.4214985058757
"URB";5;10042;"34038";"CLARA DEL REY N-S (SANTA HORTENSIA -CANILLAS)";443281.408244794;4477198.134110065;-3.66881022348911;40.44350103270811
"URB";;5462;"60015";"(AFOROS)PºCastellana S-N - Pedro Teixeira-San Germán";441462.335835557;4478450.137882532;-3.69037418287382;40.45465355983038
"URB";6;5508;"60066";"Lateral PºCastellana N-S - Sor Angela de la Cruz -Juán Gris";441453.597691835;4478863.239875824;-3.69051532898473;40.4583743465486
"other";10;1002;"05FT37PM01";"05FT37PM01";436892.118105918;4473311.646309534;-3.74375951653097;40.40802967894535
"URB";3;7054;"10035";"IBIZA 43 E-O (MAIQUEZ - ANTONIO ARIAS)";442954.178075451;4474387.151875495;-3.67241630724101;40.41815588892089
"URB";3;3898;"02054";"Comercio S-N - Av. Ciudad Barcelona-Tellez";442186.704876734;4472778.562303036;-3.68131598239669;40.40361190880635
"URB";19;11408;"67011";"Av. Blas de Lezo - M-45 - Cañada de Vicalvaro a San Fernando";453086.469585632;4473353.008609766;-3.5529135146122;40.40947245886748
"URB";13;10891;"68012";"Av. Entrevias - Timoteo Perez Rubio - Renfe";442970.995418085;4471148.27062854;-3.67192789516558;40.38897941241481
"URB";4;4053;"10005";"O´Donnell, 21 E-O - Lope de Rueda-Antonio Acuña";442505.933663119;4474778.10965675;-3.67773489329374;40.4216469904522
"URB";17;4809;"26002";"AV. ANDALUCIA Ø28 N-S(TERTULIA-BOHEMIOS)";441131.453895976;4467701.597961822;-3.69328199418675;40.35780189425929
"M30";2;6820;"PM11074";"PM11074";442723.874023862;4471676.827108681;-3.67488687420627;40.39372399371857
"URB";13;10904;"68022";"Av. Entrevías - Paso Peatones-Calero Pita";443153.392187373;4470528.662283607;-3.66972370761511;40.3834100859508
"URB";3;10093;"10011";"Narvaez 68 N-S - Ibiza-Alde.Sainz Baranda";442624.061052578;4474352.60669164;-3.67630412357045;40.41782199295721
"M30";14;6791;"PM40901";"PM40901";443647.791467041;4473068.39709306;-3.66412419617254;40.40632307517372
"URB";1;3854;"01020";"Fernado VI E-O - Campoamor-Hortaleza";440920.452508756;4475212.936634887;-3.69646351117965;40.42545305616413
"URB";3;3891;"02044";"Av. Ciudad Barcelona E-O - Gutenberg-Julian Gayarre";442135.879561218;4472901.499803658;-3.68192608293403;40.40471586458193
"URB";8;5443;"43032";"(TACTICO) Pº Vaguada O-E - Centro Cívico-Ginzo de Limia";440178.546652222;4481433.55131791;-3.70579499728432;40.48143789169187
"URB";8;10028;"76015";"MONASTERIO HUELGAS N-S(MONASTERIO EL PAULAR-COSTA BRAVA)";439951.180184594;4483399.57249956;-3.70866363849248;40.4991320806893
"URB";1;4217;"14021";"MIGUEL SERVET N-S(MESON PAREDES-RONDA TOLEDO)";440446.937124544;4473057.632393906;-3.70184340781274;40.40600328915307
"URB";20;3679;"71006";"Alcalá - San Mariano-Gutiérrez Canales";447985.884314424;4477428.7707319;-3.61335835799492;40.44588636341374
"URB";3;3899;"02055";"Av.  Mediterraneo E-O - Abtao-Pl. Mariano Cavia";442657.713851506;4473183.203524721;-3.6758020780859;40.40728970823224
"URB";3;4060;"10012";"Menendez Pelayo N-S - Sainz de Baranda-Puerta Granada";442553.90072294;4473870.651038449;-3.67708754177843;40.41347544392896
"URB";11;5255;"50001";"OPORTO O-E(LUIS GOMEZ-CNO VIEJO LEGANES)";438121.8850611;4470949.156930711;-3.72903759281008;40.38683962543044
"URB";17;5343;"87008";"CIRCULO O-E (SALIDA CARREFOUR-AV. OROVILLA)";441362.761276296;4468182.442697736;-3.69060232611203;40.36214992095581
"URB";5;5476;"60030";"Alberto Alcocer O-E - Juán Ramón Jiménez-Padre Damián";441804.207693166;4478906.723423891;-3.68638438956601;40.45879069280308
"URB";1;10036;"01017";"Barbara Braganza O-E  - Conde Xiquena-Tamayo y Baus";441134.629601492;4475019.126821022;-3.69392090223793;40.42372230629486
"URB";15;6355;"59001";"Av. Donostiarra - Av. Donostiarra-Virgen de la Roca";444090.945690176;4476246.248969821;-3.65918122080367;40.43498078740114
"other";10;1003;"05FT66PM01";"05FT66PM01";436630.102140068;4473180.049847822;-3.74683415991325;40.40682430154291
"URB";19;11435;"67025";"Cerro del Campo 22 - Erial de la Abuela-Blas de Lezo";453192.369762832;4472910.403699843;-3.55163289604595;40.40549110420093
"M30";9;6694;"PM12331";"PM12331";436917.366329491;4478681.450693977;-3.74399492704564;40.45640476332714
"other";3;6897;"08RL21PM01";"08RL21PM01";443433.209866623;4472849.508292764;-3.66663347487215;40.40433665020633
"URB";3;3897;"02053";"(TACTICO) Comercio N-S - Av Ciudad Barcelona -Tellez( Giro Izqd.)";442172.151510438;4472758.241333539;-3.68148563267219;40.40342783599366
"URB";3;10083;"10041";"Narvaez S-N - Doce de Octubre-Alde Sainz Baranda";442615.949123655;4474169.264373077;-3.67638319422634;40.41616979019528
"URB";16;11020;"56058";"Arequipa - Minaya-Aconcagua";446153.518183841;4479976.646365403;-3.63518078420559;40.4687223281973
"M30";16;6933;"PM43221";"PM43221";443003.125903452;4481709.059426617;-3.67249659818133;40.48411847984113
"URB";1;4297;"16019";"GRAN VIA, 60 S-N(SAN BERNARDO-GARCIA MOLINAS)";439912.851130981;4474816.409700461;-3.70830336877634;40.42180880088769
"URB";11;10586;"84042";"(CARRIL BUS) AV. PESETA O-E(MORALES-AV. CARABANCHEL ALTO)";435867.519254918;4468227.183486033;-3.75532214639233;40.36214841707435
"URB";4;4002;"08001";"Goya, 54 O-E - General Pardiñas-General Diaz Porlier";442463.544053523;4475137.413335729;-3.67826705603239;40.42488085096679
"URB";1;10386;"16020";"GRAN VIA,43 N-S(SILVA-JACOMETREZO)";440038.805203159;4474699.245316614;-3.70680769061748;40.42076241650309
"URB";11;4948;"38030";"(AFOROS)EUGENIA MONTIJO S-N(AV. POBLADOS-NTRA. SRA. FATIMA)FRENTE";436394.66089216;4469881.021070218;-3.74927920994473;40.37708731460702
"URB";1;4298;"16021";"SILVA O-E(PL. SANTO DOMINGO-GRAN VIA)";439942.716901926;4474685.251172597;-3.7079389521973;40.42062942123413
"URB";9;4884;"36031";"ARROYO POZUELO Ø76 O-E (GTA. RIO ZANCARA-COVATILLAS)";434148.615309268;4478265.423783026;-3.77660356691295;40.45244230855027
"other";14;6905;"05TL00PM02";"05TL00PM02";444971.723405319;4472392.750134353;-3.64846389055776;40.40032500762123
"URB";12;5346;"87011";"OROVILLA S-N (SILVINA-AV.ROSALES)";441199.092649544;4468702.458932756;-3.69257775180493;40.36682300004434
"URB";2;4213;"14017";"EMBAJADORES S-N(SEBASTIAN ELCANO-GTA. EMBAJADORES)";440456.361543338;4472843.126377572;-3.70171227930504;40.40407158721776
"other";13;6898;"09XC09PM01";"09XC09PM01";443528.547829063;4472982.741014388;-3.66552182063701;40.40554335731171
"other";2;6871;"13NC95PM01";"13NC95PM01";440431.064008085;4471780.59565238;-3.70191096761754;40.39449796758286
"M30";5;11375;"PM13164";"PM13164";442314.840072581;4481607.887766729;-3.68060782131766;40.48315954799217
"M30";5;11374;"PM13163";"PM13163";442319.968724618;4481617.695761475;-3.68054820647889;40.48324825874934
"URB";3;3902;"02059";"Av. Mediterraneo E-O - Abtao-Juan Urbieta";442769.750689369;4473167.03453116;-3.67448031132622;40.40715175871851
"M30";9;6813;"PM12342";"PM12342";436868.652368812;4478842.878851686;-3.74458546626426;40.45785526182863
"URB";12;3802;"26021";"AV.ANDALUCIA Ø114 N-S(AV. POBLADOS-AV. ROSALES)";441040.311980906;4469034.768552842;-3.6944785238246;40.36980541861688
"M30";11;6778;"PM31451";"PM31451";439729.337595002;4471371.563997682;-3.71014022154708;40.39076272284564
"M30";16;7129;"PM43222";"PM43222";443002.925186071;4481716.036683914;-3.67249959357655;40.48418132016057
"URB";15;6042;"46036";"José Silva  - Agastia-Torrelaguna";444106.480195963;4478409.941759328;-3.65918846960081;40.45447348211314
"URB";8;5438;"43027";"(TACTICO) Salida Centro Cívico S-N - (TACTICO) Salida Centro Cívico S-N";439916.443048063;4481326.715290753;-3.70887704157647;40.48045654959982
"URB";13;10893;"68013";"Av. Entrevías - Timoteo Pérez Rubio - Concejo de Trevenga";442992.606580913;4471008.676749187;-3.6716607915069;40.38772334951933
"M30";10;6938;"PM31851";;435084.321501257;4472331.078989286;-3.76496356799512;40.39905736148692
"other";9;3545;"04FL92PM01";"04FL92PM01";437119.831970443;4473495.126885497;-3.74109413305059;40.40969977823519
"URB";7;5457;"60010";"PºCastellana N-S - Raimundo Fernández Villaverde-Nuevos Ministerios";441366.189988184;4477464.440308906;-3.69141700442309;40.44576718260375
"URB";8;11361;"76076";"MONASTERIO DE POYO ENTRE MONASTERIO DEL ESCORIAL Y MONASTERIO DE SILOS";441223.853688212;4484395.43904396;-3.69373771421627;40.50819431927354
"other";13;1050;"08RR02PM01";"08RR02PM01";443507.428415124;4472780.256385486;-3.66575272683063;40.40371782925862
"other";2;6879;"11XC46PM01";"11XC46PM01";442451.456014073;4471422.625463945;-3.67807360332856;40.39141522546598
"URB";2;4177;"13034";"MARQUES VALDAVIA, 9 O-E(STA MARIA CABEZA-RONDA ATOCHA)";440978.931213366;4472999.644530629;-3.69556882561478;40.40551878991473
"URB";4;3852;"01030";"Pº Castellana S-N - Pl. Colon-Ayala";441454.558170417;4475270.02564628;-3.69017286011812;40.42600509794079
"M30";8;6706;"PM13041";"PM13041";441108.952585793;4481862.247114189;-3.69485832895165;40.48536625798199
"URB";1;7030;"01303";"(MICRO) Pl. Colón  (Delante G. 7) - (MICRO) Pl. Colón  (Delante G. 7)";441411.753621468;4475130.010199051;-3.69066453201281;40.42474075788912
"URB";3;10810;"02070";"Solo Seleccion -Dr. Esquerdo N-S - (Valderribas-Av. Ciudad Barcelona)";442789.648975358;4472606.796374046;-3.67419545991923;40.4021061951405
"URB";9;4339;"17003";"PRINCESA N-S(GIRO IZQDA. FERNANDO EL CATOLICO)";439036.097190302;4476184.375967531;-3.71876890300568;40.43406824634566
"URB";11;5296;"85022";"MARQUES JURA REAL N-S (ANTONIO LÓPEZ-PEDRO YAGUE)";439895.862645964;4471684.606330123;-3.70820782236585;40.39359479728917
"URB";17;5349;"87014";"AV. ROSALES N-S (ORO-ZAFIRO)";442569.521890506;4466794.510889301;-3.67626567355543;40.34973056390567
"URB";2;4215;"14019";"Po ACACIAS O-E(PENUELAS-GTA. EMBAJADORES)";440203.797863897;4472882.248747913;-3.70469216439137;40.40440592005773
"URB";15;5977;"45032";"Hermanos García Noblejas - Castillo de Arévalo-Castillo de Uclés";446512.870173431;4475393.583110263;-3.63055607410675;40.42745876128852
"URB";11;4932;"38011";"(CARRIL BUS) VIA LUSITANA S-N(HALCONERO REY-AV. POBLADOS)";437863.918117027;4469474.102523346;-3.73193285515217;40.37353243801715
"URB";8;10230;"73015";"AV. CARDENAL HERRERA ORIA E-O (ISLAS CABO VERDE - GAVILANES)";437446.690010317;4480987.379177717;-3.7379799264893;40.47721732714927
"M30";9;6696;"PM12471";"PM12471";436444.350181732;4479985.546292907;-3.74970381337808;40.46811641945693
"URB";9;4345;"17012";"MARQUES DE URQUIJO O-E(MARTIN DE LOS HEROS-TUTOR)";439166.450267956;4475763.021631585;-3.71719181674586;40.4302820537123
"other";13;6896;"08RR18PM01";"08RR18PM01";443601.15453075;4472877.17680582;-3.66465684345862;40.40459729721153
"URB";11;10837;"38057";"AV. EURO N-S (ENRIQUE ORO - PEPIÓN)";437306.284868828;4469310.903949064;-3.73848493933766;40.37202051072815
"URB";9;4517;"31032";"NUMANCIA N-S(PABLO IGLESIAS-DR.FEDERICO RUBIO Y GALI)";439549.170582691;4478346.633866736;-3.71292594588532;40.45358420389983
"URB";8;10229;"73016";"AV. CARDENAL HERRERA ORIA O-E (CHAPINERIA - GASCONES)";437319.165317051;4480952.704367978;-3.73948086780648;40.47689535043584
"other";2;6875;"12NC63PM01";"12NC63PM01";441405.442988069;4471218.632482156;-3.69037878784499;40.38950462231816
"URB";3;3892;"02045";"Av. Ciudad Barcelona O-E - Antonio Nebrija-Comercio";442131.528085776;4472893.185414824;-3.68197660548277;40.40464066170781
"M30";13;6762;"PM41196";"PM41196";442058.656721006;4470565.231111636;-3.68262351825779;40.38366410883112
"URB";10;5009;"95028";"Pº EXTREMADURA O-E(NAVAS DEL REY-LA MILAGROSA)";437228.050643485;4473463.485203752;-3.73981566711801;40.40942290454653
"URB";17;4833;"26026";"DIAMANTE Ø5 S-N(SELMA LAGERLOFF-CTRA. VILLAVERDE)";441535.014521602;4467254.817643779;-3.68848873529322;40.35380542086696
"URB";5;5459;"60012";"PºCastellana S-N - Joaquín Costa -Pº de la Habana";441396.505631687;4477631.323479949;-3.69107494146735;40.44727267863037
"M30";4;3817;"PM10486";"PM10486";443918.615017242;4477178.202689513;-3.66129517221836;40.44336470475632
"other";12;1019;"13XL49PM01";"13XL49PM01";440866.291143702;4470983.138766698;-3.69670893307271;40.38734507198436
"URB";11;10508;"58020";"VIA LUSITANA E-O Ø65 GIRO IZDA.(CARRERO JUAN RAMON-FARO)";438395.131624192;4470230.56053505;-3.72574901268621;40.38038641490971
"URB";6;4521;"31036";"PABLO IGLESIAS S-N(ALMANSA-DR. FEDERICO RUBIO Y GALI)";439697.24909977;4478108.19511053;-3.71115706676771;40.451447008834
"URB";19;10943;"54028";"Calahorra - Av. Daroca-Camino Viejo de Vicálvaro";447823.094400827;4472955.412165949;-3.61491078874492;40.4055773844095
"URB";12;4795;"85038";"DR. TOLOSA LATOUR O-E(AV.CORDOBA-ANTONIO LOPEZ)";440903.679469702;4470166.280299658;-3.6961926920625;40.37998902503378
"M30";10;6941;"PM31882";"PM31882";433533.127314244;4470807.602087088;-3.78308217778181;40.38521098646062
"URB";2;4222;"14026";"Po ACACIAS O-E(Po ESPERANZA-GASOMETRO)";439951.140781841;4472793.743117141;-3.70766113761679;40.40359043438384
"M30";14;10202;"PM40956";"PM40956";444951.20422545;4472422.290726922;-3.64870823231348;40.40058977072852
"URB";3;3895;"02051";"(AFOROS) Av. Ciudad Barcelona E-O - El Cafeto-Seco";442943.844978377;4472358.979941592;-3.67235624440697;40.399884307485
"URB";5;5460;"60013";"PºCastellana S-N - Hermanos Pinzón-Pl.de Lima";441421.134147078;4477946.00350811;-3.69081355869008;40.45010919248197
"URB";19;6219;"54401";"Casalarreina - Camino Viejo de Vicálvaro-Cordovín";448127.764140873;4473381.530472185;-3.61135514910791;40.4094351746632
"URB";12;4783;"85043";"ANTONIO LOPEZ FRENTE Nº 268  S-N";440973.093152944;4470051.274479615;-3.69536435904965;40.37895790969549
"other";3;1052;"09NC51PM01";"09NC51PM01";443436.441883992;4472775.947075577;-3.66658885112785;40.40367418906725
"other";11;6853;"15XC54PM01";"15XC54PM01";439370.05287182;4472308.702633167;-3.71446241725042;40.39917884807349
"URB";9;4875;"36029";"ARROYO POZUELO Ø98 O-E (HUMERA-GTA. RIO ZANCARA)";433798.039226921;4478268.102416763;-3.78073792352793;40.45243858978147
"URB";12;4969;"39405";"(TACTICO) ORCASUR (1) S-N (CAMPOTEJAR - AV. POBLADOS)";440515.324320779;4469144.029699539;-3.70067204304862;40.37075240580194
"URB";2;4226;"14027";"Po ACACIAS O-E(Po DE LOS OLMOS-GASOMETRO)";439838.02456918;4472752.720317814;-3.7089902104708;40.40321271546181
"URB";8;10799;"76066";"MONASTERIO SILOS O-E (MONASTERIO DE CAAVEIRO - MONASTERIO SAMOS)";441042.685932118;4484052.434095561;-3.69584396072272;40.50509155607844
"other";9;1013;"18XC46PM01";"18XC46PM01";438704.11089943;4474622.138112518;-3.72253213071733;40.41997055409207
"URB";6;3638;"31039";"NUMANCIA S-N(DR.FEDERICO RUBIO Y GALI-PABLO IGLESIAS)";439535.735395467;4478311.755415254;-3.71308106040024;40.45326902773622
"M30";15;6715;"PM20151";"PM20151";443068.9564636;4480250.053129518;-3.67158894238203;40.47097963043842
"URB";8;3485;"43009";"(AFOROS) AV.MONFORTE DE LEMOS E-O(COLEG.PRINCIPE-FINISTERRE)";440525.127513662;4481264.592207658;-3.70169035510957;40.479940741735
"URB";7;4404;"19002";"Bravo Murillo, 11 N-S(Fernández de los Rios-Gta.Quevedo)";440261.471103453;4476256.117901755;-3.70432944410874;40.43480344531412
"URB";20;11289;"66057";"Niza, 67 - Plz Grecia-Mª Sevilla Diago";448429.884114139;4476129.866190176;-3.60801749468091;40.43421270257081
"URB";20;11285;"66065";"CARRIL BUS_Av Niza, 43 - Mª Sevilla Diago-Julia Garcia Boutan";448490.621001387;4475742.879075819;-3.60727007554497;40.43073024629829
"URB";10;4751;"24014";"(AFOROS) V.CARPETANA Ø138 E-O (ATECA-N.S.VALVANERA)";437207.877265405;4471728.312274923;-3.73988224787372;40.39379021150036
"M30";15;6728;"PM20442";"PM20442";443972.810881435;4477444.530601039;-3.6606796420968;40.4457675757983
"URB";9;4526;"31042";"MORERAS S-N(JUAN XXIII-DR.FEDERICO RUBIO Y GALI)";439419.497259827;4478263.699938875;-3.714447220573;40.45282766097929
"URB";5;5469;"60022";"Alberto Alcocer E-O - Doctor Fleming-Pl.Cuzco";441637.951136398;4478930.815184352;-3.68834736676487;40.45899606202649
"URB";19;11433;"67023";"Cerro del Monte 9 - Erial de la Abuela-Blas de Lezo";453194.517744769;4473117.683956767;-3.55162282763333;40.40735856096765
"M30";13;10268;"PM41192";"PM41192";442052.136993616;4470570.001965706;-3.68270075776819;40.38370663395268
"URB";11;5280;"85006";"GRAL RICARDOS S-N (MANUEL CARMONA - PSO. QUINCE DE MAYO)";439080.82833319;4472028.107669445;-3.71784353431492;40.39663000783965
"URB";12;10272;"85048";"ANTONIO LOPEZ N-S GIRO IZDA.(SEBASTIAN GOMEZ-VADO)";440877.366597112;4470802.731359544;-3.69656170902143;40.3857206521274
"URB";3;11114;"02073";"Dr. Esquerdo N-S - Cavanilles-Valderribas";442940.321376144;4472816.88775621;-3.67243881010396;40.40400915313637
"other";1;6836;"03FL20PM01";"03FL20PM01";438803.701211802;4474409.728057662;-3.72133784940702;40.41806440232149
"other";12;1021;"14XL36PM01";"14XL36PM01";440360.918337859;4471668.579489179;-3.70272695656162;40.39348384907928
"other";13;6888;"90ET09PM01";"90ET09PM01";441805.278817535;4470114.698370537;-3.68556728739347;40.37958779843087
"URB";5;5474;"60028";"Alberto Alcocer E-O - PºCastellana-Doctor Fleming";441574.875082085;4478925.742262826;-3.68909079519425;40.45894593059457
"M30";15;6717;"PM20231";"PM20231";443348.737243997;4479752.992966815;-3.66824432784873;40.46652101420724
"URB";2;4233;"14033";"LABRADOR O-E(MARTIN VARGAS-EMBAJADORES)";440496.420595345;4472635.787298633;-3.70122084073661;40.40220663757759
"URB";9;4524;"31040";"DR.FEDERICO RUBIO Y GALI E-O(MORERAS-FCO. DE DIEGO)";439439.041229521;4478404.312851627;-3.71423016083504;40.45409578165611
"URB";11;3566;"24015";"(AFOROS) V.CARPETANA Ø138 O-E (N.S.VALVANERA-ALBENTOSA)";437217.295405096;4471732.155164181;-3.7397716611665;40.39382553990064
"URB";8;5439;"43028";"(TACTICO) Santiago de Compostela  E-O - Fco. Llorens-Av.Betanzos";439614.054669616;4481364.341669871;-3.71244799854109;40.4807735660538
"URB";8;11098;"42042";"VALLE DE PINARES LLANOS E-O ( PICO BALAITUS -RISCOS DE POLANCO)";438825.640019518;4481903.667155462;-3.72180125072495;40.4855742789468
"URB";9;11351;"23401";"(TACTICO) Salida Rectorado G.2";439049.611117337;4477836.037268479;-3.71876804443975;40.44894806780399
"URB";10;10794;"86014";"SINFONIA E-O (FLAUTAS-DANZA)";434405.737572446;4469462.413911459;-3.77266392045273;40.37316216503852
"URB";10;5332;"86031";"BLAS CABRERA O-E(JOSE CADALSO-GRAL. MILLAN ASTRAY)";434831.350753433;4469950.237200572;-3.7677007368044;40.37759006135077
"URB";9;5405;"29002";"(TACTICO) SINESIO DELGADO N-S(GIRO A AV. COMPLUTENSE)";438076.245001152;4478700.968911963;-3.73033010971684;40.45666774787214
"M30";9;10660;"PM12067";"PM12067";437411.278642952;4476192.21012621;-3.73792491725423;40.4340181354893
"URB";3;7036;"02500";"Dr. Esquerdo S-N - Vaderribas-Garibay(Giro a Cavanilles)";442914.331573439;4472758.860596002;-3.67273987131569;40.40348463100148
"other";2;6876;"12XC06PM01";"12XC06PM01";441861.911399188;4471142.499863184;-3.68499395595712;40.38885076074695
"URB";3;11089;"02074";"Dr.Esquerdo N-S - Valderribas -Granada";442863.531073355;4472706.281876383;-3.67333378322248;40.40300748843063
"URB";5;5479;"60033";"Alberto Alcocer E-O - Juán Ramón Jiménez-Dr.Flemin";441750.819711708;4478924.450066877;-3.68701565251828;40.4589466415988
"M30";9;6695;"PM12391";"PM12391";436719.623936136;4479251.242913098;-3.74638371309829;40.46152260083849
"URB";3;11115;"02075";"Dr. Esquerdo S-N - Andalucia-Valderribas";442833.030586065;4472644.430678288;-3.67368764264869;40.40244820524813
"URB";12;10991;"39007";"AV.POBLADOS O-E(CTRA.TOLEDO-GUETARIA)";439090.453296975;4469493.916615969;-3.71748784451931;40.37380146857713
"URB";1;3669;"14039";"RIBERA DE CURTIDORES N-S(MIRA EL SOL- RONDA TOLEDO)";439987.763655459;4473160.99821077;-3.7072642062201;40.406901485901
"M30";15;6789;"PM40461";"PM40461";444303.072346746;4477468.431158069;-3.65678749678582;40.44600507541541
"URB";11;5060;"49031";"PL. TOROS N-S";437392.797383247;4470822.714324352;-3.73761448472592;40.38564610170493
"URB";8;3530;"77002";"VALCARLOS N-S (VILORIA DE LA RIOJA - SAN JUAN DE ORTEGA)";443317.26230468;4483620.248283022;-3.6689613549975;40.50135677430205
"URB";15;10832;"46078";"Ramirez de Arellano - Agastia - Torrelaguna";444382.887975976;4477762.861897474;-3.65587213957613;40.44866280190794
"URB";19;6990;"54604";"Bulevar Indalecio Prieto - Poetas-Bulevar José Prat";447150.865707357;4471955.459529468;-3.6227496237077;40.39652676664876
"URB";10;3568;"24017";"V.CARPETANA, 143 O-E (LAGUNA-N.S.VALVANERA)";437070.490858331;4471587.822912837;-3.74148706689909;40.39251425360218
"URB";16;11250;"72033";"Manuel Gutiérrez Mellado - Av. Juan Antonio Samaranch-Av. Secundini Zuazo";447468.321866442;4482881.050567886;-3.61991269185883;40.49497090372206
"M30";10;6951;"PM41892";"PM41892";432755.910394159;4470019.773666186;-3.7921550273949;40.37805158997134
"URB";8;3824;"32024";"MELCHOR FERNANDEZ ALMAGRO E-O(FINISTERRE-GINZO DE LIMIA)";440488.444680151;4480964.986582149;-3.70209499418796;40.47723915293386
"URB";5;5500;"60057";"Pºde la Habana S-N - Pl.Quito-Segre";441737.008811643;4478000.524774683;-3.68709374372124;40.45062254461027
"URB";10;5011;"95001";"AV SAAVEDRA FAJARDO N-S(AV PORTUGAL-Pº EXTREMADURA)";438496.733396952;4474041.449348583;-3.72492028254687;40.4147241592782
"other";2;6873;"13XC26PM01";"13XC26PM01";440943.733735965;4471422.709225102;-3.69583732911426;40.39131044874531
"URB";9;9907;"29011";"DEHESA DE LA VILLA S-N(M-30 -AV.COMPLUTENSE)";438003.190656938;4478598.257632595;-3.73118161707315;40.45573704154388
"URB";8;4573;"32041";"(TACTICO) SALIDA APARCAMIENTO GENERAL HOSPITAL CARLOS III";440876.639498738;4480679.895841761;-3.69748896302449;40.4746986719855
"URB";6;3639;"31048";"OFELIA NIETO S-N(FRANCOS RODRIGUEZ-VILLAAMIL)";439865.11440995;4479133.618101208;-3.70927468989106;40.46069658969469
"URB";9;5409;"29006";"(TACTICO) BOTANICO E-O(ENTRADA AV. COMPLUTENSE)";438319.712332995;4477504.714570623;-3.72734267130311;40.44590955096626
"M30";8;6705;"PM13014";"PM13014";440846.783919142;4481751.687964343;-3.69794113576822;40.48435166146356
"URB";9;10522;"28002";"CARRETERA HUMERA N-S (AGUSTÍN LARA - RIAZA)";433877.542143932;4478769.074111074;-3.77985258193231;40.4569577997777
"M30";9;3559;"PM22392";"PM22392";436693.686456049;4479233.133106831;-3.74668781121298;40.46135748625834
"URB";9;9843;"03002";"Dr.Ramon Castroviejo O-E - Av.Miraflores-San Martin de Porres";438098.880458143;4480455.137384937;-3.73023428407734;40.47247158783379
"URB";8;11396;"03004";"Dr. Ramon Castroviejo E-O - Islas Bikini-Gta Isaac Rabin";438345.801923105;4480548.979114078;-3.72733074892008;40.4733353111184
"URB";8;9861;"76009";"AV. MONTECARMELO S-N (MONASTERIO SUSO Y YUSO - MONASTERIO SILOS)";440883.419627816;4483836.861653781;-3.69770344708045;40.50313827161003
